arpu_6,arpu_7,arpu_8,onnet_mou_6,onnet_mou_7,onnet_mou_8,offnet_mou_6,offnet_mou_7,offnet_mou_8,roam_ic_mou_6,roam_ic_mou_7,roam_ic_mou_8,roam_og_mou_6,roam_og_mou_7,roam_og_mou_8,loc_og_t2t_mou_6,loc_og_t2t_mou_7,loc_og_t2t_mou_8,loc_og_t2m_mou_6,loc_og_t2m_mou_7,loc_og_t2m_mou_8,loc_og_t2f_mou_6,loc_og_t2f_mou_7,loc_og_t2f_mou_8,loc_og_t2c_mou_6,loc_og_t2c_mou_7,loc_og_t2c_mou_8,loc_og_mou_6,loc_og_mou_7,loc_og_mou_8,std_og_t2t_mou_6,std_og_t2t_mou_7,std_og_t2t_mou_8,std_og_t2m_mou_6,std_og_t2m_mou_7,std_og_t2m_mou_8,std_og_t2f_mou_6,std_og_t2f_mou_7,std_og_t2f_mou_8,std_og_mou_6,std_og_mou_7,std_og_mou_8,isd_og_mou_6,isd_og_mou_7,isd_og_mou_8,spl_og_mou_6,spl_og_mou_7,spl_og_mou_8,og_others_6,og_others_7,og_others_8,total_og_mou_6,total_og_mou_7,total_og_mou_8,loc_ic_t2t_mou_6,loc_ic_t2t_mou_7,loc_ic_t2t_mou_8,loc_ic_t2m_mou_6,loc_ic_t2m_mou_7,loc_ic_t2m_mou_8,loc_ic_t2f_mou_6,loc_ic_t2f_mou_7,loc_ic_t2f_mou_8,loc_ic_mou_6,loc_ic_mou_7,loc_ic_mou_8,std_ic_t2t_mou_6,std_ic_t2t_mou_7,std_ic_t2t_mou_8,std_ic_t2m_mou_6,std_ic_t2m_mou_7,std_ic_t2m_mou_8,std_ic_t2f_mou_6,std_ic_t2f_mou_7,std_ic_t2f_mou_8,std_ic_mou_6,std_ic_mou_7,std_ic_mou_8,total_ic_mou_6,total_ic_mou_7,total_ic_mou_8,spl_ic_mou_6,spl_ic_mou_7,spl_ic_mou_8,isd_ic_mou_6,isd_ic_mou_7,isd_ic_mou_8,ic_others_6,ic_others_7,ic_others_8,last_day_rch_amt_6,last_day_rch_amt_7,last_day_rch_amt_8,night_pck_user_6,night_pck_user_7,night_pck_user_8,monthly_2g_6,monthly_2g_7,monthly_2g_8,monthly_3g_6,monthly_3g_7,monthly_3g_8,fb_user_6,fb_user_7,fb_user_8,aon,aug_vbc_3g,jul_vbc_3g,jun_vbc_3g,average_recharge_amount,churn,total_amount_spent_8,total_data_mb_6,total_data_mb_7,total_data_mb_8,total_recharge_count_6,total_recharge_count_7,total_recharge_count_8,total_arpu_data_6,total_arpu_data_7,total_arpu_data_8,total_sachet_data_6,total_sachet_data_7,total_sachet_data_8
452.624,320.548,368.80699999999996,34.46,43.11,50.61,131.59,90.61,84.31,0.0,0.0,0.0,0.0,0.0,0.0,34.46,43.11,50.61,128.41,85.58,73.61,3.18,1.76,4.28,0.0,0.0,4.48,166.06,130.46,128.51,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,1.15,6.78,6.33,2.26,0.0,0.0,169.48,137.24,136.78,39.66,32.29,52.03,145.21,103.54,111.73,0.28,0.0,0.0,185.16,135.84,163.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.19,135.84,163.76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,30,25,0,0,0,2,0,0,0,0,0,1,1,1,729,277.97,535.63,1459.45,2562.0,0,6810.0,2563.1400000000003,956.6700000000001,1433.33,0.0,0.0,0.0,0.19999999999999996,47.3,52.150000000000006,0,12,16
1201.298,687.704,602.052,61.23,7.39,62.89,165.41,211.31,168.01,0.0,0.0,0.0,0.0,0.0,0.0,28.54,4.36,5.01,151.66,123.19,135.11,1.86,25.04,7.28,2.11,0.0,0.0,182.08,152.61,147.41,32.68,3.03,57.88,0.0,0.0,0.0,0.0,0.0,3.78,32.68,3.03,61.66,0.0,0.0,0.0,11.88,63.06,21.83,0.0,0.0,0.0,226.64,218.71,230.91,13.01,26.14,29.74,296.74,396.79,312.94,10.75,24.86,61.26,320.51,447.81,403.96,46.84,2.11,27.83,0.0,0.0,1.43,0.0,0.7,0.0,46.84,2.81,29.26,367.36,450.63,433.71,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,655,655,0,0,0,0,0,0,0,2,1,1,1,1,1,3106,1799.09,3649.39,1892.32,4096.5,0,1061.0,3333.15,5518.539999999999,4831.58,9.0,3.0,3.0,2704.72,1677.72,1173.94,3,0,0
565.516,390.30699999999996,430.911,178.41,226.81,170.11,186.68,45.08,145.08,0.0,0.0,0.0,0.0,0.0,0.0,178.41,226.81,170.11,179.11,26.64,137.38,7.56,6.36,0.49,0.0,0.0,0.0,365.09,259.83,307.99,0.0,0.0,0.0,0.0,12.06,5.95,0.0,0.0,1.25,0.0,12.06,7.2,0.0,0.0,0.0,2.16,2.86,1.21,2.58,0.0,0.0,369.84,274.76,316.41,345.76,386.06,366.99,405.41,257.66,509.81,161.86,178.63,113.73,913.04,822.36,990.54,0.0,0.51,1.46,0.0,3.65,4.28,1.26,0.76,28.61,1.26,4.93,34.36,914.31,867.73,1028.56,0.0,0.0,0.0,0.0,21.76,3.6,0.0,18.66,0.05,30,110,130,0,0,0,1,1,1,0,0,0,1,1,1,1131,0.0,0.0,0.0,829.0,0,662.0,721.3,1174.94,312.48,0.0,0.0,0.0,7.11,46.39,1.05,1,0,0
218.81799999999998,386.515,386.50199999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.11,6.11,61.86,44.48,0.0,0.0,0.0,6.41,61.86,45.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,61.86,131.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.83,252,455,0,0,0,-1,0,0,0,1,1,0,1,1,-1,1158,126.21,745.73,1010.15,707.0,1,455.0,2128.16,3227.9900000000002,0.0,3.0,3.0,0.0,672.0,1167.02,0.0,0,0,0
809.518,794.775,33.06,181.63,257.06,0.0,1608.76,1585.24,0.0,0.0,1.31,0.0,0.0,30.78,0.0,12.48,1.89,0.0,35.76,17.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.24,19.18,0.0,169.14,243.14,0.0,1572.99,1548.76,0.0,0.0,0.0,0.0,1742.14,1791.91,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1790.39,1812.69,0.0,212.03,354.64,7.16,40.88,55.79,0.55,2.76,0.0,0.0,255.68,410.44,7.71,0.0,1.51,0.0,0.18,17.19,0.0,0.0,0.0,0.0,0.18,18.71,0.0,255.86,429.16,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,110,50,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,607,0.0,0.0,0.0,896.0,0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2401.8289999999997,1873.764,722.368,2020.84,3220.46,1074.98,3897.06,1247.11,304.48,0.0,0.0,0.0,0.0,0.0,0.0,78.76,41.79,37.56,255.29,151.91,112.09,0.1,2.34,0.78,0.0,0.0,0.0,334.16,196.06,150.44,1942.08,3178.66,1037.41,3640.44,1092.84,191.59,0.0,0.0,0.0,5582.53,4271.51,1229.01,0.0,0.0,0.0,1.21,9.39,2.21,11.9,0.0,0.0,5929.81,4476.98,1381.68,53.81,50.83,28.68,171.01,165.86,203.89,2.0,0.56,0.0,226.83,217.26,232.58,9.04,5.81,13.38,26.69,83.14,37.46,0.0,0.0,0.0,35.74,88.96,50.84,262.58,306.23,295.51,0.0,0.0,0.0,0.0,0.0,12.08,0.0,0.0,0.0,110,150,30,-1,0,-1,0,0,0,0,0,0,-1,1,-1,2283,0.0,0.0,0.0,2575.5,0,716.0,0.0,308.16,0.0,0.0,0.0,0.0,0.0,6.94,0.0,0,1,0
30.0,82.37799999999999,674.95,0.0,34.23,149.69,0.0,39.44,179.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.23,149.69,0.0,32.18,101.63,0.0,0.91,29.86,0.0,0.0,3.9,0.0,67.33,281.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,40.09,0.0,6.35,40.09,0.0,2.93,28.04,0.0,0.0,7.58,0.0,0.0,0.0,0.0,76.61,356.93,0.0,79.46,191.24,0.0,43.31,94.18,0.0,2.03,0.0,0.0,124.81,285.43,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,135.38,289.33,0.0,0.0,0.0,0.0,2.56,0.5,0.0,0.0,3.39,0,0,750,-1,0,-1,0,1,0,0,0,0,-1,1,-1,1894,0.0,0.0,0.0,654.0,0,750.0,0.0,192.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
319.7,56.08,1.03,141.76,11.23,0.0,182.76,32.79,1.71,0.0,14.56,0.0,0.0,2.26,1.71,52.54,10.63,0.0,7.54,14.7,0.0,2.13,3.33,0.0,0.0,0.0,0.0,62.23,28.66,0.0,89.21,0.0,0.0,173.08,13.1,0.0,0.0,0.0,0.0,262.29,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.53,41.76,0.0,22.39,4.9,0.0,13.61,9.14,0.0,15.46,0.0,0.0,51.48,14.04,0.0,33.91,3.26,0.0,449.54,0.0,0.0,0.0,0.0,0.0,483.46,3.26,0.0,802.04,73.93,0.0,0.0,0.0,0.0,267.09,56.61,0.0,0.0,0.0,0.0,0,0,0,0,-1,-1,2,0,0,0,0,0,1,-1,-1,465,0.0,394.62,1526.51,528.0,1,0.0,1962.2600000000002,0.0,0.0,0.0,0.0,0.0,14.38,0.0,0.0,0,0,0
623.635,712.818,560.995,162.68,133.49,132.79,362.36,264.93,271.14,3.06,0.0,0.0,2.28,0.0,0.0,160.04,133.49,132.79,307.76,205.81,186.34,53.54,59.11,82.13,0.0,0.0,0.0,521.36,398.43,401.28,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.69,2.31,6.83,0.2,0.0,0.0,523.66,400.74,408.11,54.58,36.83,51.24,290.54,200.21,229.08,4.63,16.03,23.93,349.76,253.08,304.26,0.96,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,1.61,0.0,351.69,257.88,305.13,0.15,0.0,0.0,0.0,0.0,0.0,0.81,3.18,0.86,110,154,130,-1,0,0,0,2,1,0,0,0,-1,1,1,3201,0.0,0.0,0.0,1127.0,0,828.0,0.0,232.94,178.36,0.0,0.0,0.0,0.0,8.5,0.0,0,0,0
4.0,149.121,123.76100000000001,0.0,0.0,0.0,0.0,3.01,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.23,0.0,0.0,0.0,0.0,2.21,1.74,0.0,0.8,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.74,0.0,0.0,0.0,0.0,3.01,1.98,11.24,8.34,12.94,145.13,26.06,121.29,1.26,0.94,0.16,157.64,35.36,134.41,0.0,0.0,2.79,3.85,0.0,0.0,0.0,1.85,0.0,3.85,1.85,2.79,161.49,46.63,137.21,0.0,0.0,0.0,0.0,9.41,0.0,0.0,0.0,0.0,0,17,20,-1,0,0,0,0,0,0,0,0,-1,1,1,707,0.0,0.0,0.0,501.0,0,972.0,0.0,875.54,586.64,0.0,0.0,0.0,0.0,17.86,6.81,0,7,7
465.79400000000004,530.596,463.903,178.46,92.96,144.81,373.08,265.23,216.24,0.0,0.0,0.0,0.0,0.0,0.0,175.21,91.29,144.11,343.83,265.23,204.08,0.0,0.0,0.0,0.15,0.0,0.0,519.04,356.53,348.19,3.24,1.66,0.7,29.09,0.0,12.16,0.0,0.0,0.0,32.34,1.66,12.86,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,551.54,358.19,361.06,124.79,91.43,112.68,221.04,157.58,193.88,4.93,10.39,7.29,350.78,259.41,313.86,7.19,1.61,3.5,34.71,27.23,38.94,0.0,0.0,0.0,41.91,28.84,42.44,392.69,291.69,359.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,2.96,110,70,98,0,0,0,0,0,0,0,0,0,1,1,1,3226,0.0,0.0,0.0,836.0,0,898.0,1246.88,1716.12,1546.7,0.0,0.0,0.0,0.0,22.97,31.95,1,2,2
676.9989999999999,786.56,377.48800000000006,113.24,360.04,74.49,1381.26,1546.79,702.58,0.0,0.0,0.0,0.0,0.0,0.0,7.83,1.84,9.51,100.88,60.83,52.98,1.14,0.0,0.3,0.0,0.0,0.0,109.86,62.68,62.79,105.41,358.19,64.98,1255.59,1485.96,617.54,22.06,0.0,31.74,1383.08,1844.16,714.28,7.24,1.76,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1500.19,1908.61,777.46,1.64,1.13,19.16,36.48,18.81,32.69,2.31,0.0,7.29,40.44,19.94,59.16,8.74,53.16,6.74,24.49,152.61,39.76,0.0,0.0,0.0,33.24,205.78,46.51,89.49,226.93,109.56,0.0,0.0,0.0,13.99,1.2,3.88,1.8,0.0,0.0,0,398,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,970,0.0,0.0,0.0,932.5,0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
512.524,402.001,1144.254,314.66,197.01,176.98,223.16,149.28,390.46,91.03,188.34,73.19,306.66,224.48,320.73,13.38,11.16,5.18,5.34,17.5,7.76,2.68,0.0,4.05,0.0,0.0,0.0,21.41,28.66,16.99,132.44,71.13,81.03,77.04,21.34,148.68,0.0,0.66,0.0,209.49,93.14,229.71,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,231.16,121.81,246.71,8.63,1.99,12.76,11.48,6.56,9.59,10.14,0.0,5.38,30.26,8.56,27.74,19.04,6.89,41.21,7.81,37.36,7.03,0.0,0.35,0.0,26.86,44.61,48.24,57.13,53.18,77.03,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,110,100,252,0,0,0,1,1,1,0,0,1,1,1,1,359,0.0,0.0,0.0,760.5,0,2751.0,1600.28,732.16,1624.14,0.0,0.0,3.0,-0.12,0.0,697.89,0,0,1
451.375,324.314,324.05,30.43,24.96,47.73,464.59,504.98,503.68,0.0,6.43,0.0,0.0,9.89,0.0,14.28,2.93,12.98,92.44,101.73,63.23,10.98,3.84,8.43,0.0,3.73,0.0,117.71,108.51,84.64,16.14,21.26,34.74,341.74,386.53,431.41,0.0,0.0,0.6,357.89,407.79,466.76,0.0,0.0,0.0,19.41,3.73,0.0,0.0,0.0,0.0,495.03,520.04,551.41,17.84,26.81,85.58,98.51,81.96,82.46,1.66,0.0,6.34,118.03,108.78,174.39,19.84,6.51,6.66,32.36,0.78,34.14,0.0,0.56,4.1,52.21,7.86,44.91,174.33,118.19,266.53,0.19,0.0,0.5,1.9,0.46,46.15,1.98,1.08,0.56,154,110,200,0,0,0,1,1,0,0,0,0,1,1,0,1727,0.0,0.0,0.0,600.0,0,768.0,21.56,64.04,0.0,0.0,0.0,0.0,30.0,1.7,0.0,0,0,4
